ANCHOR_ID,ANCHOR_TYPE,NAME,ANCHOR_ROLE,ANCHOR_CLASS,FLOOR,ENVIROMENT,AREA_TYPE,VERTICAL,X,Y,POLYGON,WALKABLE,NOTES,STATUS,ACCESS_WHEELCHAIR,ACCESS_STROLLER,ACCESS_LUGGAGE,PRE_SITE_QA,
COR_PLZ_FC_S_S_M1,PLAZA,Food Court – South,PATH,PLAZA,F1,OUTDOOR_OPEN_AIR,MALL,Falso,0.7326,0.6029,,Verdadero,Food Court – South,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_FC_S_S_M2,PLAZA,Food Court – South,PATH,PLAZA,F1,OUTDOOR_OPEN_AIR,MALL,Falso,0.7506,0.5839,,Verdadero,Food Court – South,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_FC_S_S_M3,PLAZA,Food Court – South,PATH,PLAZA,F1,OUTDOOR_OPEN_AIR,MALL,Falso,0.7656,0.5559,,Verdadero,Food Court – South,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_FC_S_W_F1,PLAZA,Food Court – South,PATH,PLAZA,F1,OUTDOOR_OPEN_AIR,MALL,Falso,0.5986,0.5519,,Verdadero,Food Court – South,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_FC_S_W_M1,PLAZA,Food Court – South,PATH,PLAZA,F1,OUTDOOR_OPEN_AIR,MALL,Falso,0.6816,0.6039,,Verdadero,Food Court – South,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_FC_S_W_M2,PLAZA,Food Court – South,PATH,PLAZA,F1,OUTDOOR_OPEN_AIR,MALL,Falso,0.6556,0.5799,,Verdadero,Food Court – South,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_FC_S_W_M3,PLAZA,Food Court – South,PATH,PLAZA,F1,OUTDOOR_OPEN_AIR,MALL,Falso,0.6226,0.5559,,Verdadero,Food Court – South,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_MAIN_E_F0,PLAZA,Plaza Mayor,PATH,PLAZA,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.7556,0.5369,,Verdadero,Plaza Mayor,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_MAIN_E_M1,PLAZA,Plaza Mayor,PATH,PLAZA,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.6236,0.5529,,Verdadero,Plaza Mayor,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_MAIN_E_M2,PLAZA,Plaza Mayor,PATH,PLAZA,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.6566,0.5749,,Verdadero,Plaza Mayor,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_MAIN_E_M3,PLAZA,Plaza Mayor,PATH,PLAZA,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.6856,0.5949,,Verdadero,Plaza Mayor,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_MAIN_N_F0,PLAZA,Plaza Mayor,PATH,PLAZA,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.6616,0.4799,,Verdadero,Plaza Mayor,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_MAIN_N_M1,PLAZA,Plaza Mayor,PATH,PLAZA,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.6166,0.5219,,Verdadero,Plaza Mayor,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_MAIN_N_M2,PLAZA,Plaza Mayor,PATH,PLAZA,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.6286,0.5019,,Verdadero,Plaza Mayor,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_MAIN_N_M3,PLAZA,Plaza Mayor,PATH,PLAZA,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.6436,0.4859,,Verdadero,Plaza Mayor,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_MAIN_S_F0,PLAZA,Plaza Mayor,PATH,PLAZA,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.7176,0.5949,,Verdadero,Plaza Mayor,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_MAIN_S_M1,PLAZA,Plaza Mayor,PATH,PLAZA,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.7286,0.5859,,Verdadero,Plaza Mayor,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_MAIN_S_M2,PLAZA,Plaza Mayor,PATH,PLAZA,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.7416,0.5719,,Verdadero,Plaza Mayor,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_MAIN_S_M3,PLAZA,Plaza Mayor,PATH,PLAZA,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.7556,0.5519,,Verdadero,Plaza Mayor,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_MAIN_W_F0,PLAZA,Plaza Mayor,PATH,PLAZA,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.6136,0.5389,,Verdadero,Plaza Mayor,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_MAIN_W_M1,PLAZA,Plaza Mayor,PATH,PLAZA,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.6856,0.4819,,Verdadero,Plaza Mayor,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_MAIN_W_M2,PLAZA,Plaza Mayor,PATH,PLAZA,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.7156,0.4999,,Verdadero,Plaza Mayor,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_MAIN_W_M3,PLAZA,Plaza Mayor,PATH,PLAZA,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.7446,0.5189,,Verdadero,Plaza Mayor,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_N_E_F0,PLAZA,Plaza de la Lonja,PATH,PLAZA,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.4106,0.2199,,Verdadero,Plaza de la Lonja,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_N_N_F0,PLAZA,Plaza de la Lonja,PATH,PLAZA,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.3876,0.1269,,Verdadero,Plaza de la Lonja,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_N_S_F0,PLAZA,Plaza de la Lonja,PATH,PLAZA,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.3666,0.2179,,Verdadero,Plaza de la Lonja,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_N_W_F0,PLAZA,Plaza de la Lonja,PATH,PLAZA,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.3516,0.1379,,Verdadero,Plaza de la Lonja,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_S_E_F0,PLAZA,Plaza De Las Flores,PATH,PLAZA,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.6156,0.7059,,Verdadero,Plaza De Las Flores,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_S_N_F0,PLAZA,Plaza De Las Flores,PATH,PLAZA,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.5776,0.6839,,Verdadero,Plaza De Las Flores,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_S_S_F0,PLAZA,Plaza De Las Flores,PATH,PLAZA,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.5866,0.7449,,Verdadero,Plaza De Las Flores,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_S_W_F0,PLAZA,Plaza De Las Flores,PATH,PLAZA,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.5516,0.7239,,Verdadero,Plaza De Las Flores,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_STAGE_E_F0,PLAZA,Event Stage,PATH,PLAZA,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.6656,0.5149,,Verdadero,Event Stage,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_STAGE_N_F0,PLAZA,Event Stage,PATH,PLAZA,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.6416,0.4959,,Verdadero,Event Stage,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_STAGE_S_F0,PLAZA,Event Stage,PATH,PLAZA,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.6386,0.5519,,Verdadero,Event Stage,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_STAGE_W_F0,PLAZA,Event Stage,PATH,PLAZA,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.6146,0.5319,,Verdadero,Event Stage,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_W_E_F0,PLAZA,London Square,PATH,PLAZA,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.4906,0.4679,,Verdadero,London Square,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_W_N_F0,PLAZA,London Square,PATH,PLAZA,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.4736,0.4529,,Verdadero,London Square,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_W_S_F0,PLAZA,London Square,PATH,PLAZA,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.4416,0.4919,,Verdadero,London Square,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
COR_PLZ_W_W_F0,PLAZA,London Square,PATH,PLAZA,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.4446,0.4719,,Verdadero,London Square,ACTIVE,Verdadero,Verdadero,Verdadero,Falso,
ELV_C_B1,ELEVATOR,Central Elevator,VERTICAL,TRANSPORT,B1,OUTDOOR_OPEN_AIR,MALL,Verdadero,0.7326,0.5859,,Verdadero,Central Elevator,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
ELV_C_F0,ELEVATOR,Central Elevator,VERTICAL,TRANSPORT,F0,OUTDOOR_OPEN_AIR,MALL,Verdadero,0.7326,0.5859,,Verdadero,Central Elevator,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
ELV_C_F1,ELEVATOR,Central Elevator,VERTICAL,TRANSPORT,F1,OUTDOOR_OPEN_AIR,MALL,Verdadero,0.7326,0.5859,,Verdadero,Central Elevator,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
ELV_N_F0,ELEVATOR,North Elevator,VERTICAL,TRANSPORT,F0,OUTDOOR_OPEN_AIR,MALL,Verdadero,0.3586,0.1159,,Verdadero,North Elevator,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
ELV_N_F1,ELEVATOR,North Elevator,VERTICAL,TRANSPORT,F1,OUTDOOR_OPEN_AIR,MALL,Verdadero,0.3586,0.1159,,Verdadero,North Elevator,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
ELV_W_B1,ELEVATOR,West Elevator Decathlon,VERTICAL,TRANSPORT,B1,OUTDOOR_OPEN_AIR,MALL,Verdadero,0.6006,0.8899,,Verdadero,West Elevator Decathlon,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
ELV_W_F0,ELEVATOR,West Elevator Decathlon,VERTICAL,TRANSPORT,F0,OUTDOOR_OPEN_AIR,MALL,Verdadero,0.6006,0.8899,,Verdadero,West Elevator Decathlon,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
ELV_W1_B1,ELEVATOR,West Elevator Leroy Merlin,VERTICAL,TRANSPORT,B1,OUTDOOR_OPEN_AIR,MALL,Verdadero,0.3706,0.7449,,Verdadero,West Elevator Leroy Merlin,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
ELV_W1_F0,ELEVATOR,West Elevator Leroy Merlin,VERTICAL,TRANSPORT,F0,OUTDOOR_OPEN_AIR,MALL,Verdadero,0.3706,0.7449,,Verdadero,West Elevator Leroy Merlin,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
ENT_E_MAIN,ENTRANCE,East Main Entrance,ENTRY,ENTRANCE,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.6656,0.2119,,Falso,East Main Entrance,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
ENT_N_MAIN,ENTRANCE,North Main Entrance,ENTRY,ENTRANCE,F1,OUTDOOR_OPEN_AIR,MALL,Falso,0.356,0.0678,,Falso,North Main Entrance,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
ENT_PARKING_1,ENTRANCE,Parking Entrance Main,ENTRY,ENTRANCE,B1,PARKING_GARAGE,PARKING,Falso,0.7676,0.7059,,Falso,Parking Entrance Main,PRE_SITE_QA,Falso,Falso,Falso,Verdadero,
ENT_PARKING_2,ENTRANCE,Parking Entrance West,ENTRY,ENTRANCE,B1,PARKING_GARAGE,PARKING,Falso,0.2026,0.7939,,Falso,Parking Entrance West,PRE_SITE_QA,Falso,Falso,Falso,Verdadero,
ENT_PARKING_3,ENTRANCE,Parking Entrance NE,ENTRY,ENTRANCE,B1,PARKING_GARAGE,PARKING,Falso,0.4916,0.1019,,Falso,Parking Entrance NE,PRE_SITE_QA,Falso,Falso,Falso,Verdadero,
ENT_PARKING_4,ENTRANCE,Parking Entrance SE,ENTRY,ENTRANCE,B1,PARKING_GARAGE,PARKING,Falso,0.997,0.3529,,Falso,Parking Entrance SE,PRE_SITE_QA,Falso,Falso,Falso,Verdadero,
ENT_S_MAIN,ENTRANCE,South Main Entrance,ENTRY,ENTRANCE,B1,OUTDOOR_OPEN_AIR,MALL,Falso,0.7726,0.5938,,Falso,South Main Entrance,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
ENT_W_MAIN,ENTRANCE,West Main Entrance,ENTRY,ENTRANCE,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.4916,0.8329,,Falso,West Main Entrance,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
ESC_C_B1,ESCALATOR,Central Escalator,VERTICAL,TRANSPORT,B1,OUTDOOR_OPEN_AIR,MALL,Verdadero,0.7156,0.5569,,Verdadero,Central Escalator,PRE_SITE_QA,Falso,Falso,Falso,Verdadero,
ESC_C_F0,ESCALATOR,Central Escalator,VERTICAL,TRANSPORT,F0,OUTDOOR_OPEN_AIR,MALL,Verdadero,0.7416,0.5729,,Verdadero,Central Escalator,PRE_SITE_QA,Falso,Falso,Falso,Verdadero,
ESC_C_FC_F0,ESCALATOR,Central Escalator Foodcourt,VERTICAL,TRANSPORT,F0,OUTDOOR_OPEN_AIR,MALL,Verdadero,0.6416,0.5389,,Verdadero,Central Escalator Foodcourt,PRE_SITE_QA,Falso,Falso,Falso,Verdadero,
ESC_C_FC_F1,ESCALATOR,Central Escalator Foodcourt,VERTICAL,TRANSPORT,F1,OUTDOOR_OPEN_AIR,MALL,Verdadero,0.6226,0.5099,,Verdadero,Central Escalator Foodcourt,PRE_SITE_QA,Falso,Falso,Falso,Verdadero,
ESC_E_B1,ESCALATOR,East Escalator,VERTICAL,TRANSPORT,B1,OUTDOOR_OPEN_AIR,MALL,Verdadero,0.6226,0.2789,,Verdadero,East Escalator,PRE_SITE_QA,Falso,Falso,Falso,Verdadero,
ESC_E_F0,ESCALATOR,East Escalator,VERTICAL,TRANSPORT,F0,OUTDOOR_OPEN_AIR,MALL,Verdadero,0.6276,0.2719,,Verdadero,East Escalator,PRE_SITE_QA,Falso,Falso,Falso,Verdadero,
ESC_N_F0,ESCALATOR,North Escalator,VERTICAL,TRANSPORT,F0,OUTDOOR_OPEN_AIR,MALL,Verdadero,0.3726,0.1219,,Verdadero,North Escalator,PRE_SITE_QA,FALSE,FALSE,FALSE,Verdadero,
ESC_N_F1,ESCALATOR,North Escalator,VERTICAL,TRANSPORT,F1,OUTDOOR_OPEN_AIR,MALL,Verdadero,0.3626,0.0879,,Verdadero,North Escalator,PRE_SITE_QA,FALSE,FALSE,FALSE,Verdadero,
ESC_W_B1,ESCALATOR,West Escalator,VERTICAL,TRANSPORT,B1,OUTDOOR_OPEN_AIR,MALL,Verdadero,0.5786,0.7169,,Verdadero,West Escalator,PRE_SITE_QA,Falso,Falso,Falso,Verdadero,
ESC_W_F0,ESCALATOR,West Escalator,VERTICAL,TRANSPORT,F0,OUTDOOR_OPEN_AIR,MALL,Verdadero,0.5676,0.7349,,Verdadero,West Escalator,PRE_SITE_QA,Falso,Falso,Falso,Verdadero,
EV_CHARGING_1_F0,EV_CHARGING,EV Charging Station 1,AMENITY,SERVICE,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.433,0.8245,,Falso,EV Charging Station 1,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
EV_CHARGING_2_B1,EV_CHARGING,EV Charging Station 2,AMENITY,SERVICE,B1,OUTDOOR_OPEN_AIR,MALL,Falso,0.3676,0.5989,,Falso,EV Charging Station 2,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
EXT_GAS_STATION_PARKING,POI,Gas Station,PARKING_SERVICE,SERVICE,F0,OUTDOOR_OPEN_AIR,PARKING,Falso,0.2446,0.6759,,Falso,Gas Station,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
FIRST_AID_F0,FIRST_AID,First Aid Point,AMENITY,AMENITY,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.6176,0.5349,,Falso,First Aid Point,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
INFO_MAIN_F0,INFO,Information Desk,AMENITY,AMENITY,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.6196,0.5369,,Falso,Information Desk,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
LOCKER_AMAZON_B1,LOCKER,Amazon Parcel Locker,AMENITY,AMENITY,B1,OUTDOOR_OPEN_AIR,MALL,Falso,0.454,0.5165,,Falso,Amazon Parcel Locker,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
LOCKER_CORREOS_B1,LOCKER,Correos Parcel Locker,AMENITY,AMENITY,B1,OUTDOOR_OPEN_AIR,MALL,Falso,0.453,0.5185,,Falso,Correos Parcel Locker,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
NODE_DOOR_100_MONTADITOS,STORE,100 Montaditos,NODE,DOOR,F1,OUTDOOR_OPEN_AIR,MALL,Falso,0.72,0.6463,,Falso,100 Montaditos,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
NODE_DOOR_ADIDASORIGINALS,STORE,Adidas Originals,NODE,DOOR,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.735,0.5095,,Falso,Adidas Originals,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
NODE_DOOR_ALCAMPO_N,STORE,Al Campo,NODE,DOOR,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.357,0.244,,Falso,Al Campo,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
NODE_DOOR_ALCAMPO_S,STORE,Al Campo,NODE,DOOR,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.38,0.305,,Falso,Al Campo,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
NODE_DOOR_ALEHOP,STORE,Ale Hop,NODE,DOOR,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.514,0.174,,Falso,Ale Hop,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
NODE_DOOR_ALEJOR,STORE,Alejor,NODE,DOOR,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.431,0.2555,,Falso,Alejor,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
NODE_STORE_ASTORIA,STORE,Astoria,,,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.5298,0.7618,,Falso,Astoria,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
NODE_DOOR_AVATEL,STORE,Avatel,NODE,DOOR,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.43,0.4435,,Falso,Avatel,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
NODE_DOOR_BANKCAJARURAL,STORE,Bank Caja Rural,NODE,DOOR,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.484,0.7915,,Falso,Bank Caja Rural,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
NODE_DOOR_BELROS,STORE,Belros,NODE,DOOR,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.382,0.228,,Falso,Belros,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
NODE_DOOR_BENETTON,STORE,Benetton,NODE,DOOR,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.647,0.322,,Falso,Benetton,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
NODE_DOOR_BERSHKA,STORE,Bershka,NODE,DOOR,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.596,0.5385,,Falso,Bershka,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
NODE_DOOR_BIGGERBETTERBURGER,STORE,Bigger Better Burger,NODE,DOOR,F1,OUTDOOR_OPEN_AIR,MALL,Falso,0.717,0.6485,,Falso,Bigger Better Burger,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
NODE_DOOR_BIJOUBRIGITTE,STORE,Bijou Brigitte,NODE,DOOR,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.641,0.5785,,Falso,Bijou Brigitte,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
NODE_DOOR_BLACK,STORE,Black,NODE,DOOR,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.583,0.2805,,Falso,Black,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
NODE_DOOR_BOMBONBOSS,STORE,BomBon Boss,NODE,DOOR,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.427,0.1815,,Falso,BomBon Boss,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
NODE_DOOR_BOSTON,STORE,Boston,NODE,DOOR,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.423,0.2815,,Falso,Boston,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
NODE_DOOR_BOTTICELLI,STORE,Botticelli,NODE,DOOR,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.613,0.6835,,Falso,Botticelli,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
NODE_DOOR_BOWLING,STORE,Bowling,NODE,DOOR,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.733,0.6165,,Falso,Bowling,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
NODE_DOOR_CA,STORE,C&A,NODE,DOOR,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.46,0.3375,,Falso,C&A,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
NODE_DOOR_CAFEOLE,STORE,Café Ole,NODE,DOOR,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.7,0.5015,,Falso,Café Ole,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
NODE_DOOR_CAFETERIAEXPRE3SS,STORE,Cafeteria Express,NODE,DOOR,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.43,0.4865,,Falso,Cafeteria Expre3ss,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
NODE_DOOR_CALZEDONIA,STORE,Calzedonia,NODE,DOOR,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.624,0.325,,Falso,Calzedonia,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
NODE_DOOR_CASINO,STORE,Casino Mediterraneo,NODE,DOOR,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.947,0.387,,Falso,Casino Mediterraneo,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
NODE_DOOR_CHE,STORE,Che,NODE,DOOR,F1,OUTDOOR_OPEN_AIR,MALL,Falso,0.688,0.4535,,Falso,Che,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
NODE_DOOR_CLAIRES,STORE,Claire's,NODE,DOOR,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.493,0.4845,,Falso,Claire's,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
NODE_DOOR_CONFORMA,STORE,Conforma,NODE,DOOR,F1,OUTDOOR_OPEN_AIR,MALL,Falso,0.235,0.0889,,Falso,Conforma,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
NODE_DOOR_CORTEFIEL,STORE,Cortefiel,NODE,DOOR,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.563,0.216,,Falso,Cortefiel,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
NODE_DOOR_COSTABLANCAWOHNUNGEN,STORE,Costablanca Wohnungen,NODE,DOOR,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.425,0.4255,,Falso,Costablanca Wohnungen,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
NODE_DOOR_DAFAVOLA,STORE,Da Favola,NODE,DOOR,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.407,0.3255,,Falso,Da Favola,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
NODE_DOOR_DECATHLON,STORE,Decathlon,NODE,DOOR,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.613,0.893,,Falso,Decathlon,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
NODE_DOOR_DECIMAS,STORE,Decimas,NODE,DOOR,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.64,0.242,,Falso,Decimas,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
NODE_DOOR_DEICHMANN,STORE,Deichmann,NODE,DOOR,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.446,0.5005,,Falso,Deichmann,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
NODE_DOOR_DESIGUAL,STORE,Desigual,NODE,DOOR,F0,OUTDOOR_OPEN_AIR,MALL,Falso,0.559,0.2435,,Falso,Desigual,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
NODE_DOOR_DONDINO,STORE,Don Dino,NODE,DOOR,F1,OUTDOOR_OPEN_AIR,MALL,Falso,0.381,0.056,,Falso,Don Dino,PRE_SITE_QA,Verdadero,Verdadero,Verdadero,Verdadero,
