FROM,TO,MODE,BIDIRECTIONAL,WHEELCHAIR,STROLLER,LUGGAGE,CREATED,STATUS
COR_PLZ_MAIN_S_F0,COR_PLZ_MAIN_S_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:24:56.482Z,ACTIVE
COR_PLZ_MAIN_S_M2,COR_PLZ_MAIN_S_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:27:26.717Z,ACTIVE
COR_PLZ_MAIN_S_M2,COR_PLZ_MAIN_S_M3,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:27:19.948Z,ACTIVE
COR_PLZ_MAIN_S_M2,ESC_C_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:27:37.677Z,ACTIVE
COR_PLZ_MAIN_W_F0,COR_MAIN_N_S,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:20:46.515Z,ACTIVE
COR_PLZ_MAIN_W_F0,COR_PLZ_MAIN_E_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:20:55.552Z,ACTIVE
COR_PLZ_MAIN_W_F0,COR_PLZ_MAIN_N_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:29:26.845Z,ACTIVE
COR_PLZ_MAIN_W_F0,COR_PLZ_STAGE_W_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:29:18.186Z,ACTIVE
COR_PLZ_MAIN_W_F0,INFO_MAIN_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:14:18.999Z,ACTIVE
COR_PLZ_MAIN_W_F0,NODE_DOOR_FIRST_AID_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:14:18.999Z,ACTIVE
COR_PLZ_MAIN_W_M1,COR_PLZ_MAIN_N_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:23:49.007Z,ACTIVE
COR_PLZ_MAIN_W_M2,COR_PLZ_MAIN_W_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:23:38.223Z,ACTIVE
COR_PLZ_MAIN_W_M3,COR_PLZ_MAIN_W_M2,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:23:28.231Z,ACTIVE
COR_PLZ_N_E_F0,COR_MAIN_N1_N,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:15:12.271Z,ACTIVE
COR_PLZ_N_E_F0,COR_PLZ_N_S_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:13:22.098Z,ACTIVE
COR_PLZ_N_N_F0,ATM1_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:14:32.359Z,ACTIVE
COR_PLZ_N_N_F0,COR_PLZ_N_E_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:13:41.647Z,ACTIVE
COR_PLZ_N_N_F0,COR_PLZ_N_W_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:13:57.559Z,ACTIVE
COR_PLZ_N_N_F0,ELV_N_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:14:35.078Z,ACTIVE
COR_PLZ_N_N_F0,ESC_N_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:14:24.403Z,ACTIVE
COR_PLZ_N_N_F0,SEATING_PLAY_KIDS_N_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:14:14.284Z,ACTIVE
COR_PLZ_N_N_F0,STR_N_EXIT_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:14:28.290Z,ACTIVE
COR_PLZ_N_S_F0,ATM5_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:15:07.672Z,ACTIVE
COR_PLZ_N_S_F0,STR_N_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:15:05.324Z,ACTIVE
COR_PLZ_N_W_F0,COR_PLZ_N_S_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:14:02.162Z,ACTIVE
COR_PLZ_N_W_F0,NODE_DOOR_WC_N_F0,,,,,,,
COR_PLZ_N_W_F0,RAMP1_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:14:51.227Z,ACTIVE
COR_PLZ_S_E_F0,COR_PLZ_S_S_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:06:38.370Z,ACTIVE
COR_PLZ_S_E_F0,STR_W_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:07:05.220Z,ACTIVE
COR_PLZ_S_N_F0,COR_MAIN_W1_W,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:06:33.606Z,ACTIVE
COR_PLZ_S_N_F0,COR_PLZ_S_W_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:06:31.360Z,ACTIVE
COR_PLZ_S_S_F0,ATM6_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:06:55.188Z,ACTIVE
COR_PLZ_S_S_F0,NODE_DOOR_WC_S_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:14:18.999Z,ACTIVE
COR_PLZ_STAGE_E_F0,COR_PLZ_STAGE_S_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:32:18.466Z,ACTIVE
COR_PLZ_STAGE_N_F0,COR_PLZ_STAGE_E_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:32:32.843Z,ACTIVE
COR_PLZ_STAGE_N_F0,COR_PLZ_STAGE_W_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:32:01.741Z,ACTIVE
COR_PLZ_STAGE_S_F0,COR_PLZ_STAGE_W_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:32:12.770Z,ACTIVE
COR_PLZ_W_E_F0,COR_MAIN_N_N,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:17:23.629Z,ACTIVE
COR_PLZ_W_E_F0,COR_PLZ_W_N_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:17:19.305Z,ACTIVE
COR_PLZ_W_S_F0,COR_PLZ_W_E_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:17:17.764Z,ACTIVE
COR_PLZ_W_S_F0,COR_PLZ_W_W_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:16:56.993Z,ACTIVE
COR_PLZ_W_S_F0,RAMP_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:16:48.127Z,ACTIVE
COR_PLZ_W_W_F0,COR_PLZ_W_N_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:17:04.094Z,ACTIVE
ELV_C_B1,ELV_C_F0,VERTICAL,Verdadero,Falso,Falso,Falso,2026-02-25T13:50:00.000Z,ACTIVE
ELV_C_B1,ELV_C_F1,VERTICAL,Verdadero,Falso,Falso,Falso,2026-02-25T13:50:00.000Z,ACTIVE
ELV_C_B1,PARK_RING_E_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-03-03T22:07:34Z,ACTIVE
ELV_C_F0,COR_PLZ_MAIN_S_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:27:32.036Z,ACTIVE
ELV_C_F0,ELV_C_F1,VERTICAL,Verdadero,Falso,Falso,Falso,2026-02-25T13:50:00.000Z,ACTIVE
ELV_C_F1,COR_PLZ_FC_S_S_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-24T13:37:00.000Z,ACTIVE
ELV_N_F0,ELV_N_F1,VERTICAL,Verdadero,Falso,Falso,Falso,2026-02-25T13:50:00.000Z,ACTIVE
ELV_W_B1,ELV_W_F0,VERTICAL,Verdadero,Falso,Falso,Falso,2026-02-25T13:50:00.000Z,ACTIVE
ELV_W_B1,PARK_RING_S_M2,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-03-03T22:08:06Z,ACTIVE
ELV_W1_B1,ELV_W1_F0,VERTICAL,Verdadero,Falso,Falso,Falso,2026-02-25T13:50:00.000Z,ACTIVE
ELV_W1_B1,PARK_GREEN_LEROY_B1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-24T08:49:00.000Z,ACTIVE
ELV_W1_B1,PARK_RING_SW_B1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-03-03T22:08:09Z,ACTIVE
ENT_E_MAIN,COR_MAIN_E2_N,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:09:23.555Z,ACTIVE
ENT_E_MAIN,NODE_EXT_E_ENTRANCE,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:46:00.000Z,ACTIVE
ENT_N_MAIN,ELV_N_F1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-24T13:33:00.000Z,ACTIVE
ENT_N_MAIN,NODE_EXT_N_ENTRANCE,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-24T13:31:00.000Z,ACTIVE
ENT_PARKING_1,PARK_RING_SE_B1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-03-03T22:07:55Z,ACTIVE
ENT_PARKING_2,PARK_GREEN_LEROY_B1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-24T14:22:00.000Z,ACTIVE
ENT_PARKING_3,PARK_RED_ALCAMPO_B1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-24T14:39:00.000Z,ACTIVE
ENT_PARKING_4,PARK_PURPLE_FRONT_B1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-24T14:22:00.000Z,ACTIVE
ENT_S_MAIN,ELV_C_B1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-03-04T16:42:06Z,ACTIVE
ENT_S_MAIN,ESC_C_B1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-24T08:55:00.000Z,ACTIVE
ENT_S_MAIN,STR_C_MAIN_B1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-24T08:55:00.000Z,ACTIVE
ENT_W_MAIN,COR_MAIN_W_W,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:05:20.038Z,ACTIVE
ESC_C_B1,ESC_C_F0,VERTICAL,Verdadero,Falso,Falso,Falso,2026-02-25T13:50:00.000Z,ACTIVE
ESC_C_B1,PARK_RING_E_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-03-03T22:07:28Z,ACTIVE
ESC_C_FC_F0,ESC_C_FC_F1,VERTICAL,Verdadero,Falso,Falso,Falso,2026-02-25T13:50:00.000Z,ACTIVE
ESC_C_FC_F1,COR_PLZ_FC_N_S_F1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-24T13:35:00.000Z,ACTIVE
ESC_E_B1,ESC_E_F0,VERTICAL,Verdadero,Falso,Falso,Falso,2026-02-25T13:50:00.000Z,ACTIVE
ESC_E_B1,PARK_PURPLE_FRONT_B1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-24T08:46:00.000Z,ACTIVE
ESC_E_B1,PARK_RING_N_M2,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-03-03T22:08:20Z,ACTIVE
ESC_N_F0,ESC_N_F1,VERTICAL,Verdadero,Falso,Falso,Falso,2026-02-25T13:50:00.000Z,ACTIVE
ESC_N_F1,ENT_N_MAIN,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-24T13:32:00.000Z,ACTIVE
ESC_W_B1,ESC_W_F0,VERTICAL,Verdadero,Falso,Falso,Falso,2026-02-25T13:50:00.000Z,ACTIVE
ESC_W_B1,PARK_BLUE_DECATHLON_B1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-24T08:54:00.000Z,ACTIVE
ESC_W_B1,PARK_RING_S_M2,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-03-03T22:06:44Z,ACTIVE
EV_CHARGING_2_B1,PARK_RED_ALCAMPO_B1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-24T08:53:00.000Z,ACTIVE
EV_CHARGING_2_B1,PARK_RING_W_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-03-03T22:07:03Z,ACTIVE
EV_CHARGING_2_B1,RAMP_B1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-24T08:51:00.000Z,ACTIVE
LOCKER_AMAZON_B1,NODE_DOOR_LOCKER_AMAZON_B1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:14:18.999Z,ACTIVE
LOCKER_CORREOS_B1,NODE_DOOR_LOCKER_CORREOS_B1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T21:14:18.999Z,ACTIVE
NODE_DOOR_100_MONTADITOS,STORE_100_MONTADITOS,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_ADIDASORIGINALS,COR_PLZ_MAIN_W_M3,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:00:16Z,ACTIVE
NODE_DOOR_ADIDASORIGINALS,STORE_ADIDASORIGINALS,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_ALCAMPO_N,COR_COVERED_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:05:44Z,ACTIVE
NODE_DOOR_ALCAMPO_N,STORE_ALCAMPO_N,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_ALCAMPO_S,COR_COVERED_M2,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:05:19Z,ACTIVE
NODE_DOOR_ALCAMPO_S,STORE_ALCAMPO_S,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_ALEHOP,COR_MAIN_E1_M3,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:07:58Z,ACTIVE
NODE_DOOR_ALEHOP,STORE_ALEHOP,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_ALEJOR,STORE_ALEJOR,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_AVATEL,COR_COVERED_M6,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:03:59Z,ACTIVE
NODE_DOOR_AVATEL,STORE_AVATEL,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_BANKCAJARURAL,COR_MAIN_W_W,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-26T21:25:25.275Z,ACTIVE
NODE_DOOR_BANKCAJARURAL,STORE_BANKCAJARURAL,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_BELROS,COR_COVERED_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:05:49Z,ACTIVE
NODE_DOOR_BELROS,STORE_BELROS,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_BENETTON,COR_MAIN_E_M4,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:09:26Z,ACTIVE
NODE_DOOR_BENETTON,STORE_BENETTON,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_BERSHKA,COR_MAIN_N_S,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:02:18Z,ACTIVE
NODE_DOOR_BERSHKA,STORE_BERSHKA,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_BIGGERBETTERBURGER,COR_PLZ_FC_S_S_F1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T19:55:47Z,ACTIVE
NODE_DOOR_BIGGERBETTERBURGER,STORE_BIGGERBETTERBURGER,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_BIJOUBRIGITTE,STORE_BIJOUBRIGITTE,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_BLACK,COR_PLZ_E_W_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:08:33Z,ACTIVE
NODE_DOOR_BLACK,STORE_BLACK,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_BOMBONBOSS,COR_PLZ_N_E_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:07:41Z,ACTIVE
NODE_DOOR_BOMBONBOSS,STORE_BOMBONBOSS,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_BOSTON,COR_MAIN_N1_M3,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:05:28Z,ACTIVE
NODE_DOOR_BOSTON,STORE_BOSTON,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_BOTTICELLI,COR_MAIN_W1_W,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T19:57:33Z,ACTIVE
NODE_DOOR_BOTTICELLI,STORE_BOTTICELLI,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_BOWLING,COR_PLZ_MAIN_S_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T19:59:22Z,ACTIVE
NODE_DOOR_BOWLING,STORE_BOWLING,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_CA,COR_MAIN_N1_M2,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:05:02Z,ACTIVE
NODE_DOOR_CA,STORE_CA,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_CAFEOLE,COR_PLZ_MAIN_W_M2,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:00:21Z,ACTIVE
NODE_DOOR_CAFEOLE,STORE_CAFEOLE,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_CAFETERIAEXPRE3SS,COR_COVERED_S,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:03:42Z,ACTIVE
NODE_DOOR_CAFETERIAEXPRE3SS,COR_PLZ_W_S_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:03:37Z,ACTIVE
NODE_DOOR_CAFETERIAEXPRE3SS,STORE_CAFETERIAEXPRE3SS,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_CALZEDONIA,STORE_CALZEDONIA,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_CASINO,COR_EXT_E_M7,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T21:50:15Z,ACTIVE
NODE_DOOR_CASINO,STORE_CASINO,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_CHE,STORE_CHE,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_CLAIRES,COR_MAIN_N_N,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:02:58Z,ACTIVE
NODE_DOOR_CLAIRES,STORE_CLAIRES,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_CONFORMA,STORE_CONFORMA,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_CONFORMA_2,STORE_CONFORMA_2,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_CORTEFIEL,COR_MAIN_E1_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:08:16Z,ACTIVE
NODE_DOOR_CORTEFIEL,STORE_CORTEFIEL,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_COSTABLANCAWOHNUNGEN,COR_COVERED_M6,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:04:03Z,ACTIVE
NODE_DOOR_COSTABLANCAWOHNUNGEN,STORE_COSTABLANCAWOHNUNGEN,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_DAFAVOLA,COR_COVERED_M3,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:05:06Z,ACTIVE
NODE_DOOR_DAFAVOLA,STORE_DAFAVOLA,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_DECATHLON,COR_EXT_W_S,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-26T21:24:19.241Z,ACTIVE
NODE_DOOR_DECATHLON,STORE_DECATHLON,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_DECIMAS,COR_MAIN_E2_N,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:08:42Z,ACTIVE
NODE_DOOR_DECIMAS,STORE_DECIMAS,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_DEICHMANN,COR_PLZ_W_S_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:03:02Z,ACTIVE
NODE_DOOR_DEICHMANN,STORE_DEICHMANN,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_DESIGUAL,COR_MAIN_E1_M1,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:08:19Z,ACTIVE
NODE_DOOR_DESIGUAL,STORE_DESIGUAL,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_DONDINO,STORE_DONDINO,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_DRUNI,COR_MAIN_E1_S,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:08:25Z,ACTIVE
NODE_DOOR_DRUNI,STORE_DRUNI,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_ELKIOSKO,COR_PLZ_FC_N_N_M2,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T21:51:54Z,ACTIVE
NODE_DOOR_ELKIOSKO,STORE_ELKIOSKO,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-25T13:50:00.000Z,ACTIVE
NODE_DOOR_ENCUENTRO,COR_PLZ_E_W_F0,WALK,Verdadero,Verdadero,Verdadero,Verdadero,2026-02-27T20:09:05Z,ACTIVE
